,Document,Topic,handle,color,date,tweet,topic_name,member,party
3288,"Inflation Reduction Act lower energy cost health care cost millions across country without raise tax anyone make less 400,000/year",0,RepJayapal,blue,2022-09-12,"The Inflation Reduction Act will lower energy costs and health care costs for millions across this country. 

And all that without raising taxes on anyone making less than $400,000/year!",Abortion,Pramila Jayapal,Democrat
3290,Abortion health care health care human right must fight back abortion ban across country,0,RepJayapal,blue,2022-09-09,"Abortion is health care and health care is a human right. 

We can and must fight back against abortion bans across the country.
https://t.co/5Uw2lNMJHQ",Abortion,Pramila Jayapal,Democrat
3291,Climate change exactly Inflation Reduction Act urgent make largest investment climate action country history take crisis head,0,RepJayapal,blue,2022-09-09,"Climate change is here and now.

This is exactly why the Inflation Reduction Act was so urgent — by making the largest investment into climate action in our country's history — we are taking this crisis head on.
https://t.co/8ceO3VTGwh",Abortion,Pramila Jayapal,Democrat
3292,Inflation Reduction Act major step make largest investment country history climate action Democrats stand fight climate crisis undo decades environmental racism,0,RepJayapal,blue,2022-09-07,"The Inflation Reduction Act is a major step that will make the largest investment in our country's history into climate action. 

Democrats are standing up to fight the climate crisis and undo decades of environmental racism.",Abortion,Pramila Jayapal,Democrat
3293,vote right filibuster Abortion right filibuster LGBTQ+ right filibuster choice clear,0,RepJayapal,blue,2022-09-06,"It's voting rights or the filibuster. Abortion rights or the filibuster. LGBTQ+ rights or the filibuster. 

The choice is clear.",Abortion,Pramila Jayapal,Democrat
3294,August new abortion trigger ban go place Tennessee Idaho Texas—meaning millions strip right make health care choices absolutely unacceptable must keep fight codify abortion right federal level,0,RepJayapal,blue,2022-09-06,"In August, new abortion trigger bans went into place in Tennessee, Idaho and Texas—meaning millions more have been stripped of the right to make their own health care choices.

This is absolutely unacceptable. We must keep fighting to codify abortion rights at the federal level.",Abortion,Pramila Jayapal,Democrat
3295,Student loan cancellation lift 43 million Americans crush debt incredible step proof Democrats work people,1,RepJayapal,blue,2022-09-06,"Student loan cancellation will lift 43 million Americans out of crushing debt. 

This is such an incredible step, and further proof that Democrats are working for the people!",Student Debt,Pramila Jayapal,Democrat
3297,USProgressives Abortion health care Health care human right,0,RepJayapal,blue,2022-09-03,RT @USProgressives: Abortion is health care. Health care is a human right.,Abortion,Pramila Jayapal,Democrat
3298,agree Abortion health care health care human right,0,RepJayapal,blue,2022-09-02,RT if you agree: Abortion is health care and health care is a human right.,Abortion,Pramila Jayapal,Democrat
3301,Democrats lower health care cost people across country put people politics look like,0,RepJayapal,blue,2022-09-01,"Democrats are lowering health care costs for people across this country!

This is what putting people over politics looks like.
https://t.co/qjd3Ak3xGI",Abortion,Pramila Jayapal,Democrat
3303,USProgressives Congress begin take back power Big Pharma work people Inflation Reduction Act wonder t…,0,RepJayapal,blue,2022-09-01,RT @USProgressives: Congress began to take back power from Big Pharma for working people with the Inflation Reduction Act. It's no wonder t…,Abortion,Pramila Jayapal,Democrat
3305,Inflation Reduction Act mean lower health care cost lower energy cost major investments climate action look like put people politics,0,RepJayapal,blue,2022-08-31,"The Inflation Reduction Act means lower health care costs, lower energy costs, and major investments in climate action.

This is what it looks like to put people over politics!",Abortion,Pramila Jayapal,Democrat
3307,student debt cancellation mean Reply let know 👇🏾👇🏾,1,RepJayapal,blue,2022-08-30,"What does student debt cancellation mean to you?

Reply and let me know 👇🏾👇🏾",Student Debt,Pramila Jayapal,Democrat
3308,Finally allow Medicare negotiate drug price bring price EVERYONE huge step forward major rebuke Big Pharma Democrats deliver,0,RepJayapal,blue,2022-08-30,"Finally allowing Medicare to negotiate drug prices will bring down prices for EVERYONE.

This is a huge step forward and a major rebuke of Big Pharma. Democrats are delivering!",Abortion,Pramila Jayapal,Democrat
3309,HUGE `` Inflation Reduction Act ‘ solar go investible `` clean energy make America thank Inflation Reduction Act,0,RepJayapal,blue,2022-08-30,"This is HUGE: ""With Inflation Reduction Act, ‘solar’s going to be investible again.'""

This is clean energy, made in America, all thanks to the Inflation Reduction Act!
https://t.co/8VrONlJRPk",Abortion,Pramila Jayapal,Democrat
3310,Climate change threaten live home livelihoods across country across world Inflation Reduction Act take major step combat climate crisis save planet,0,RepJayapal,blue,2022-08-29,"Climate change is here and now and is threatening lives, homes, and livelihoods across our country and across the world.

The Inflation Reduction Act will take major steps to combat the climate crisis and save our planet!",Abortion,Pramila Jayapal,Democrat
3311,Inflation Reduction Act save people across country money fight back inflation cut cost everything health care energy,0,RepJayapal,blue,2022-08-29,"The Inflation Reduction Act will save people across this country money. 

That's how we fight back against inflation, but cutting costs on everything from health care to energy!
https://t.co/zvwwCPbaso",Abortion,Pramila Jayapal,Democrat
3313,Student loan debt cancellation mean 43 million people see relief come months top USProgressives priority 'm glad see action lift crush debt many families,1,RepJayapal,blue,2022-08-28,"Student loan debt cancellation means 43 million people will see relief in the coming months!

This was a top @USProgressives priority and I'm so glad to see this action that will lift crushing debt off of so many families. https://t.co/xYuLVk2gov",Student Debt,Pramila Jayapal,Democrat
3314,Canceling student loan debt mean 43 million Americans see relief major win people across country finally able buy car house get marry pursue new career without worry crush student loan payments,1,RepJayapal,blue,2022-08-28,"Canceling student loan debt means that 43 million Americans will see relief.

This is a major win for people across this country who will finally be able to buy a car or a house, get married, or pursue a new career without the worry of crushing student loan payments. https://t.co/CTdVweC7zH",Student Debt,Pramila Jayapal,Democrat
3315,bring exorbitant cost college country cancel student loan debt right thing bring relief applaud POTUS take incredible step forward,1,RepJayapal,blue,2022-08-28,We have more to do to bring down the exorbitant cost of college in this country — but canceling student loan debt is the right thing to do now to bring relief and I applaud @POTUS for taking this incredible step forward!,Student Debt,Pramila Jayapal,Democrat
3316,Canceling student loan debt huge victory POTUS millions student borrowers across country grateful action relief bring many families,1,RepJayapal,blue,2022-08-26,"Canceling student loan debt is a huge victory for @POTUS and for millions of student borrowers across the country.

I am so grateful for this action and for the relief it will bring to so many families!
https://t.co/WSuZxJ8RFy",Student Debt,Pramila Jayapal,Democrat
3318,Inflation Reduction Act cut carbon emissions 40 2030 pay ensure corporations ultra-wealthy pay fair share tax Democrats deliver,0,RepJayapal,blue,2022-08-25,"The Inflation Reduction Act will cut carbon emissions by 40% by 2030.

And it’ll pay for it by ensuring that corporations and the ultra-wealthy pay their fair share of taxes. Democrats are delivering!",Abortion,Pramila Jayapal,Democrat
3319,Almost 1 3 Black families carry student loan debt President action cancel student loan debt matter racial justice help close racial wealth gap,1,RepJayapal,blue,2022-08-25,"Almost 1 in 3 Black families carry student loan debt. 

The President's action to cancel student loan debt is a matter of racial justice and will help to close the racial wealth gap. https://t.co/aPqKwreJ3H",Student Debt,Pramila Jayapal,Democrat
3320,month Democrats deliver ✅ Lower energy cost ✅ Lower health care cost ✅ Major investments climate action ✅ Tax reform hold corporations accountable student debt cancelation look like put people politics,0,RepJayapal,blue,2022-08-24,"Just this month, Democrats have delivered:

✅ Lower energy costs
✅ Lower health care costs
✅ Major investments in climate action
✅ Tax reform that will hold corporations accountable

and now student debt cancelation! This is what it looks like to put people over politics.",Abortion,Pramila Jayapal,Democrat
3321,➡ 90 Black students loan ➡ 72 Latino students loan ➡ 40 borrowers never finish degree Canceling student debt racial justice issue help close racial wealth gap major step forward,1,RepJayapal,blue,2022-08-24,"➡ 90% of Black students have loans
➡ 72% of Latino students have loans
➡ 40% of borrowers never finished their degree 

Canceling student debt is a racial justice issue and will help to close the racial wealth gap. This is a major step forward.",Student Debt,Pramila Jayapal,Democrat
3322,Canceling student debt help families across country cut cost fight inflation time get do,1,RepJayapal,blue,2022-08-24,"Canceling student debt will help families across this country cut costs as we fight inflation.

It's time to get this done.",Student Debt,Pramila Jayapal,Democrat
3323,Health care human right abortion health care simple,0,RepJayapal,blue,2022-08-23,Health care is a human right and abortion is health care. It’s that simple.,Abortion,Pramila Jayapal,Democrat
3324,"Every single Republican Congress vote ➡ Lowering prescription drug cost ➡ Capping out-of-pocket cost seniors ➡ Lowering energy cost 1,025/year average family Meanwhile Democrats put people politics deliver",0,RepJayapal,blue,2022-08-23,"Every single Republican in Congress voted AGAINST: 
➡ Lowering prescription drug costs
➡ Capping out-of-pocket costs for seniors
➡ Lowering energy costs up to $1,025/year for the average family

Meanwhile, Democrats are putting people over politics to deliver for you.",Abortion,Pramila Jayapal,Democrat
3325,week student loan payments set resume time cancel student debt critical relief wait longer,1,RepJayapal,blue,2022-08-23,"In just over a week, student loan payments are set to resume.

It's time to cancel student debt. This critical relief cannot wait any longer!",Student Debt,Pramila Jayapal,Democrat
3326,Inflation Reduction Act 💡Cut energy cost families 🌱Make historic investment fight climate crisis 💊Lower cost health care millions much pay make corporations tax cheat pay fair share,0,RepJayapal,blue,2022-08-22,"The Inflation Reduction Act will:

💡Cut energy costs for families
🌱Make a historic investment to fight the climate crisis
💊Lower the cost of health care for millions 

And so much more. And it’ll be paid for by making corporations and tax cheats pay their fair share.",Abortion,Pramila Jayapal,Democrat
3327,Good morning ☀ Today would great day cancel student loan debt deliver relief millions borrowers across country Let get do,1,RepJayapal,blue,2022-08-22,Good morning ☀ Today would be a great day to cancel student loan debt and deliver relief for millions of borrowers across the country. Let's get this done.,Student Debt,Pramila Jayapal,Democrat
3328,time cancel student loan debt,1,RepJayapal,blue,2022-08-21,It’s time to cancel student loan debt.,Student Debt,Pramila Jayapal,Democrat
3329,Inflation Reduction Act save families thousands year energy health care cost deliver people look like,0,RepJayapal,blue,2022-08-20,"The Inflation Reduction Act will save families thousands a year on energy and health care costs.

This is what delivering for the people looks like.",Abortion,Pramila Jayapal,Democrat
3330,time Cancel student loan debt,1,RepJayapal,blue,2022-08-20,It's time: Cancel student loan debt.,Student Debt,Pramila Jayapal,Democrat
3332,ICYMI Democrats stand Big Pharma deliver lower drug cost,0,RepJayapal,blue,2022-08-19,"ICYMI: Democrats are standing up to Big Pharma to deliver lower drug costs for you.
https://t.co/DLFTB5EMwJ",Abortion,Pramila Jayapal,Democrat
3333,"Inflation Reduction Act save average families 1,025/year energy cost fight inflation deliver families look like",0,RepJayapal,blue,2022-08-19,"The Inflation Reduction Act will save average families up to $1,025/year on energy costs.

This is what fighting inflation and delivering for families looks like.",Abortion,Pramila Jayapal,Democrat
3334,less month leave student loan payments set restart time finally cancel student debt provide relief millions people borrowers,1,RepJayapal,blue,2022-08-18,"There is less than a month left until student loan payments are set to restart. 

It's time to finally cancel student debt and provide relief to millions of people borrowers.",Student Debt,Pramila Jayapal,Democrat
3335,Inflation Reduction Act largest step forward 've ever take climate action could urgent Democrats deliver,0,RepJayapal,blue,2022-08-18,"The Inflation Reduction Act is the largest step forward we've ever taken on climate action. 

This could not have been more urgent and Democrats are delivering.
https://t.co/1bf3HMBTBK",Abortion,Pramila Jayapal,Democrat
3336,POTUS Inflation Reduction Act seniors pay less prescription drug Folks Medicare wo n't pay 2 …,0,RepJayapal,blue,2022-08-18,"RT @POTUS: Under the Inflation Reduction Act, seniors will pay less on their prescription drugs.

Folks on Medicare won't pay more than $2,…",Abortion,Pramila Jayapal,Democrat
3337,Inflation Reduction Act create 9 MILLION new job center around clean energy deliver people look like,0,RepJayapal,blue,2022-08-18,"The Inflation Reduction Act will create 9 MILLION new jobs centered around clean energy. 

This is what delivering for the people looks like!",Abortion,Pramila Jayapal,Democrat
3338,Inflation Reduction Act ✅ Lower energy cost ✅ Lower health care cost ✅ Allow Medicare negotiate drug price ✅ Invest climate action every single Republican Congress vote,0,RepJayapal,blue,2022-08-17,"The Inflation Reduction Act will:
✅ Lower energy costs
✅ Lower health care costs
✅ Allow Medicare to negotiate drug prices
✅ Invest in climate action

And every single Republican in Congress voted against it.",Abortion,Pramila Jayapal,Democrat
3339,Inflation Reduction Act deliver kind sweep climate action activists young people particular want see years want U.S. lead way climate environmental justice Democrats pass bill,0,RepJayapal,blue,2022-08-17,"The Inflation Reduction Act delivers the kind of sweeping climate action that activists and young people in particular have been wanting to see for years. They want the U.S. to lead the way on climate and environmental justice, and Democrats pass a bill that does just that! https://t.co/JbXTdo6M12",Abortion,Pramila Jayapal,Democrat
3340,President Biden sign Inflation Reduction Act law today represent dramatic transformation way economy work finally make economy work work people instead wealthy corporations,0,RepJayapal,blue,2022-08-16,"When President Biden signs the Inflation Reduction Act into law today, it will represent a dramatic transformation in the way the economy works and will finally make the economy work for working people instead of the wealthy and corporations. https://t.co/aX2lTzZLXd",Abortion,Pramila Jayapal,Democrat
3341,historic investments climate action emission reduction lower prescription drug cost work families Inflation Reduction Act sell 'm proud legislation relief bring millions people across country,0,RepJayapal,blue,2022-08-15,"With historic investments in climate action, emission reduction, and in lowering prescription drug costs for working families, the Inflation Reduction Act sells itself. I'm proud to have for this legislation and the relief it will bring to millions of people across our country. https://t.co/5Z6Z9m8Kvq",Abortion,Pramila Jayapal,Democrat
3342,Inflation Reduction Act first time ever let Medicare negotiate prescription drug price lower cost people across country Democrats fight back Big Pharma price gouge big way,0,RepJayapal,blue,2022-08-15,"The Inflation Reduction Act will, for the first time ever, let Medicare negotiate prescription drug prices to lower costs for people across the country. 

Democrats are fighting back against Big Pharma's price gouging in a big way.",Abortion,Pramila Jayapal,Democrat
3343,Inflation Reduction Act make biggest investment climate action country history lower carbon emissions 40 2030 Democrats deliver,0,RepJayapal,blue,2022-08-13,"The Inflation Reduction Act makes the biggest investment in climate action in our country’s history and will lower carbon emissions by 40% by 2030.

Democrats are delivering!",Abortion,Pramila Jayapal,Democrat
3345,TODAY House Democrats vote pass Inflation Reduction Act ✅ Lower energy cost ✅ Lower health care cost ✅ Invest climate action much put people politics today deliver,0,RepJayapal,blue,2022-08-12,"TODAY House Democrats will vote to pass the Inflation Reduction Act to:

✅ Lower energy costs
✅ Lower health care costs
✅ Invest in climate action

And so much more. We are putting people over politics and today we will deliver for you! https://t.co/2CWYKHGLLL",Abortion,Pramila Jayapal,Democrat
3346,TODAY day 'll pass Inflation Reduction Act send POTUS sign law 'll save Americans money lower healthcare energy cost make giant investment take climate change pay w/taxes wealthiest company Let go,0,RepJayapal,blue,2022-08-12,"TODAY is the day!  We'll pass the Inflation Reduction Act and send it to @POTUS to sign into law.

We'll save Americans money with lower healthcare &amp; energy costs, make a giant investment to take on climate change &amp; pay for it w/taxes on the wealthiest companies. 

Let's go!",Abortion,Pramila Jayapal,Democrat
3347,USProgressives Inflation Reduction Act ➖Caps seniors annual drug cost ➖Extends affordable health coverage 13 million people…,0,RepJayapal,blue,2022-08-12,"RT @USProgressives: The Inflation Reduction Act:

➖Caps seniors' annual drug costs
➖Extends affordable health coverage to 13 million people…",Abortion,Pramila Jayapal,Democrat
3348,"Unless make 400,000/year Inflation Reduction Act wo n't raise tax cent corporations FINALLY pay fair share Let get do",0,RepJayapal,blue,2022-08-11,"Unless you make more than $400,000/year, the Inflation Reduction Act won't raise your taxes a cent.

But corporations will FINALLY pay their fair share. Let's get this done.",Abortion,Pramila Jayapal,Democrat
3349,Creating clean job lower energy cost families lower carbon emissions Inflation Reduction Act much,0,RepJayapal,blue,2022-08-11,"Creating clean jobs, lowering energy costs for families, AND lowering carbon emissions.

The Inflation Reduction Act does all that and so much more!",Abortion,Pramila Jayapal,Democrat
3350,Inflation Reduction Act create 9 million new job save live improve air breathe lower energy cost families across country good legislation nearly 73 Americans support,0,RepJayapal,blue,2022-08-11,"The Inflation Reduction Act will create 9 million new jobs. It will save lives by improving the air we breathe. And it will lower energy costs for families across the country.

This is good legislation — that's why nearly 73% of Americans support it.
https://t.co/Q9y0G22zNb",Abortion,Pramila Jayapal,Democrat
3351,Tomorrow House vote Inflation Reduction Act 💊 Lower health care cost 💡 Lower energy cost 🌱 Make historic investments climate action 💸 Tax corporations much Let get do,0,RepJayapal,blue,2022-08-11,"Tomorrow the House will vote on the Inflation Reduction Act to:

💊 Lower health care costs
💡 Lower energy costs
🌱 Make historic investments into climate action 
💸 Tax corporations 

And so much more. Let’s get this done!",Abortion,Pramila Jayapal,Democrat
3352,Inflation Reduction Act reduce carbon emissions 40 2030 huge step towards combat climate change save planet,0,RepJayapal,blue,2022-08-10,"The Inflation Reduction Act will reduce carbon emissions by 40% by 2030.

This is a huge step towards combating climate change and saving our planet!",Abortion,Pramila Jayapal,Democrat
3353,Democrats plan cap out-of-pocket cost insulin 35/month people private insurance 43 Senate Republicans kill measure,0,RepJayapal,blue,2022-08-10,"Democrats had a plan to cap the out-of-pocket cost of insulin to $35/month for people with private insurance.

43 Senate Republicans killed this measure. https://t.co/hrTDHGy0bd",Abortion,Pramila Jayapal,Democrat
3354,agree time pass Inflation Reduction Act make largest investment climate action country history,0,RepJayapal,blue,2022-08-09,RT if you agree: It's time to pass the Inflation Reduction Act and make the largest investment into climate action in our country's history.,Abortion,Pramila Jayapal,Democrat
3355,Inflation Reduction Act mean pay less energy Let get do,0,RepJayapal,blue,2022-08-09,"The Inflation Reduction Act will mean that YOU pay less for energy.

Let's get this done!
https://t.co/6O9OBxPDe1",Abortion,Pramila Jayapal,Democrat
3357,"Inflation Reduction Act actually 🛠 Create 9 MILLION new clean job 💡 Save average family 1,025/year energy 💸 Ensure corporations FINALLY pay fair share tip iceberg",0,RepJayapal,blue,2022-08-08,"What will the Inflation Reduction Act actually do?

🛠 Create 9 MILLION new clean jobs
💡 Save the average family up to $1,025/year on energy 
💸 Ensure corporations FINALLY pay their fair share

And this is just the tip of the iceberg.",Abortion,Pramila Jayapal,Democrat
3359,See full statement passage Inflation Reduction Act short huge win Americans progressive priorities lower health care energy cost reduce carbon emissions urgency limit Big Pharma price gouge make large corporations pay tax,0,RepJayapal,blue,2022-08-07,"See my full statement on the passage of the Inflation Reduction Act below. In short: huge win for Americans &amp; progressive priorities to lower health care &amp; energy costs, reduce carbon emissions with urgency, limit Big Pharma’s  price gouging &amp; make large corporations pay taxes!",Abortion,Pramila Jayapal,Democrat
3360,Senate Republicans BLOCKED ability cap monthly cost insulin 35 anyone private insurance travesty,0,RepJayapal,blue,2022-08-07,"Senate Republicans just BLOCKED the ability to cap the monthly cost of insulin to $35 for anyone who has private insurance. 

What a travesty.",Abortion,Pramila Jayapal,Democrat
3361,friendly reminder 195 House Republicans vote right contraception,0,RepJayapal,blue,2022-08-06,A friendly reminder: 195 House Republicans voted against your right to contraception.,Abortion,Pramila Jayapal,Democrat
3362,Inflation Reduction Act invest climate action lower cost work families time get do deliver people,0,RepJayapal,blue,2022-08-05,"The Inflation Reduction Act will invest in climate action while lowering costs for working families.

It's time to get this done and deliver for the people. https://t.co/l5f6QCa72h",Abortion,Pramila Jayapal,Democrat
3364,one one four women country abortion know critical protect right time Senate step codify right abortion access,0,RepJayapal,blue,2022-08-04,"As one of the one in four women in this country who have had an abortion, I know just how critical it is that we protect this right.

It's time for the Senate to step up and codify the right to abortion access. https://t.co/hY8mtki4oB",Abortion,Pramila Jayapal,Democrat
3365,Abortion right incredibly popular overturn Roe wildly step people want must codify abortion right,0,RepJayapal,blue,2022-08-04,"Abortion rights are incredibly popular and overturning Roe was wildly out of step with what the people want.

This is why we must codify abortion rights.
https://t.co/Svm1752zqe",Abortion,Pramila Jayapal,Democrat
3366,Today would great day cancel student loan debt,1,RepJayapal,blue,2022-08-04,"Today would be a great day to cancel student loan debt.
https://t.co/TLVmGvNIpy",Student Debt,Pramila Jayapal,Democrat
3367,Student loan payments set restart 28 days time cancel student debt deliver relief millions people across country,1,RepJayapal,blue,2022-08-03,"Student loan payments are set to restart in 28 days. 

It's time to cancel student debt and deliver relief to millions of people across this country.",Student Debt,Pramila Jayapal,Democrat
3369,Abortion health care 'm thrill see step Kansas people overwhelmingly support right abortion must codify,0,RepJayapal,blue,2022-08-03,"Abortion IS health care. 

I'm so thrilled to see this step out of Kansas. The people overwhelmingly support the right to abortion — and we must codify it.
https://t.co/MnqyG3CjaM",Abortion,Pramila Jayapal,Democrat
3370,huge victory abortion right reproductive health everywhere Thank Kansas ✊🏾✊🏾✊🏾✊🏾,0,RepJayapal,blue,2022-08-03,"This is a huge victory for abortion rights and reproductive health everywhere. Thank you, Kansas!✊🏾✊🏾✊🏾✊🏾",Abortion,Pramila Jayapal,Democrat
3371,less month student loan payments restart time cancel student loan debt deliver relief millions borrowers across country,1,RepJayapal,blue,2022-08-02,"There's less than a month until student loan payments restart. 

It's time to cancel student loan debt and deliver relief for millions of borrowers across this country.",Student Debt,Pramila Jayapal,Democrat
3372,time end filibuster pass legislation protect abortion right protect LBGTQ+ right protect vote right much,0,RepJayapal,blue,2022-08-02,"It's time to end the filibuster and pass legislation to protect abortion rights, protect LBGTQ+ rights, protect voting rights, and so much more.",Abortion,Pramila Jayapal,Democrat
3374,Student loan payments set resume 30 days time cancel student debt deliver relief 45 million Americans,1,RepJayapal,blue,2022-08-01,"Student loan payments are set to resume in 30 days.

It's time to cancel student debt and deliver relief for more than 45 million Americans.",Student Debt,Pramila Jayapal,Democrat
3376,Today would great day cancel student debt Millions borrowers need relief crush debt,1,RepJayapal,blue,2022-07-31,"Today would be a great day to cancel student debt.

Millions of borrowers need relief from this crushing debt.",Student Debt,Pramila Jayapal,Democrat
3379,Extending student loan payment pause right decision Thank POTUS protect 43 million borrowers predatory interest rat Supreme Court rule favor President plan cancel 20K student debt,1,PramilaJayapal,blue,2022-11-23,"Extending the student loan payment pause was the right decision. Thank you, @POTUS.

This will protect 43 million borrowers from predatory interest rates until the Supreme Court rules in favor of the President’s plan to cancel up to $20K in student debt.",Student Debt,Pramila Jayapal,Democrat
3381,Student debt cancellation lift 45 million people necessary relief danger partisan hypocritical lawsuits say say student debt relief help ultra-rich Republicans would support age ago,1,PramilaJayapal,blue,2022-11-21,"Student debt cancellation will lift up 45 million people, but this necessary relief is in danger because of partisan, hypocritical lawsuits.

I’ve said it before and I’ll say it again: if student debt relief helped the ultra-rich, Republicans would’ve supported it ages ago.",Student Debt,Pramila Jayapal,Democrat
3382,grapple extreme MAGA agenda fight preserve Social Security Medicare Medicaid lift work people protect abortion right Democrats party freedom family faith strength,0,PramilaJayapal,blue,2022-11-20,"How do we grapple with an extreme MAGA agenda?

We fight to preserve Social Security, Medicare, and Medicaid, lift up working people, and protect abortion rights. 

Democrats are the party of freedom, family, and faith — that’s our strength.",Abortion,Pramila Jayapal,Democrat
3383,two years POTUS Democrats ✅Limited out-of-pocket drug cost seniors 2k/year ✅Cut health insurance cost 800/year 13M Americans ✅Capped seniors insulin cost 35/month take Big Pharma put people politics,0,PramilaJayapal,blue,2022-11-19,"In two years, @POTUS and Democrats:

✅Limited out-of-pocket drug costs for seniors to $2k/year
✅Cut health insurance costs by $800/year for 13M Americans
✅Capped seniors’ insulin costs at $35/month

We took on Big Pharma and put people over politics.",Abortion,Pramila Jayapal,Democrat
3388,"VeteransDay want say thank 30,000 veterans call WA-07 home veterans across country risk live service country eternally grateful courage bravery today every day",9,PramilaJayapal,blue,2022-11-11,"On this #VeteransDay, I want to say thank you to the more than 30,000 veterans who call WA-07 home, and to all the veterans across our country who risked their lives in service to our country.

We are eternally grateful for your courage and bravery, today and every day.",MemorialDay,Pramila Jayapal,Democrat
3389,democracy line election Full stop vote yet please make sure plan Election Day need voice hear,3,PramilaJayapal,blue,2022-11-07,"Our democracy is on the line in this election. Full stop.

If you haven’t voted yet, please make sure you have a plan to do so on Election Day.

We need your voice to be heard.",Voting,Pramila Jayapal,Democrat
3390,Election Day TOMORROW vote yet please make plan ready make voice hear View sample ballot find poll place see map ballot drop box here👇🏾,3,PramilaJayapal,blue,2022-11-07,"Election Day is TOMORROW! If you haven’t voted yet, please make a plan now so you’re ready to make your voice heard.

View a sample ballot, find your polling place, see a map of ballot drop boxes, and more here👇🏾
https://t.co/uVsYrzY0Pc",Voting,Pramila Jayapal,Democrat
3391,Democrats take Big Pharma allow Medicare negotiate prescription drug price Republicans try block take control Congress return status quo stop hold Big Pharma accountable let happen Vote,0,PramilaJayapal,blue,2022-11-07,"Democrats took on Big Pharma to allow Medicare to negotiate down prescription drug prices — and we won.

Republicans tried to block it, and if they take control of Congress, they’ll return to the status quo and stop holding Big Pharma accountable.

We can’t let that happen. Vote!",Abortion,Pramila Jayapal,Democrat
3395,Nearly 26 million Americans already apply student debt relief 10 million applications already approve another example Democrats fight work people get start,1,PramilaJayapal,blue,2022-11-04,"Nearly 26 million Americans have already applied for student debt relief and 10 million applications have already been approved!

Just another example of Democrats fighting for working people — and we’re just getting started.",Student Debt,Pramila Jayapal,Democrat
3396,one thing stand us codify abortion access two Senate Democrats Abortion ballot Go vote,0,PramilaJayapal,blue,2022-11-03,"Just one thing stands between us and codified abortion access: two more Senate Democrats.

Abortion is on the ballot. Go vote!",Abortion,Pramila Jayapal,Democrat
3397,Supreme Court overturn Roe women travel FOUR TIMES far receive abortion Every minute longer women travel unnecessary barrier necessary health care need codify Roe,0,PramilaJayapal,blue,2022-11-02,"Because the Supreme Court overturned Roe, women have to travel FOUR TIMES as far to receive an abortion. 

Every minute longer that women have to travel is an unnecessary barrier to necessary health care. We need to codify Roe now.",Abortion,Pramila Jayapal,Democrat
3398,Republicans control Congress try ban same-sex marriage pass nationwide abortion ban cut Social Security Medicare gut democracy people wo n't let happen Let defeat,0,PramilaJayapal,blue,2022-11-01,"If the Republicans control Congress, they’ll try to ban same-sex marriage, pass a nationwide abortion ban, cut Social Security and Medicare, and gut our democracy.

The people won't let that happen. Let's defeat them.",Abortion,Pramila Jayapal,Democrat
3399,Democrats fight save abortion right ban assault rifle Republicans ban abortions put assault rifle streets right livelihoods live line Get vote,0,PramilaJayapal,blue,2022-10-30,"Democrats will fight to save abortion rights and ban assault rifles.

Republicans will ban abortions and put more assault rifles on our streets.

Our rights, our livelihoods, and our lives are on the line. Get out and vote.",Abortion,Pramila Jayapal,Democrat
3400,Seattle mail ballot send last Friday receive 👀📨 excite cast vote election must preserve democracy yet mail ballot find dropbox location near,3,PramilaJayapal,blue,2022-10-29,"Seattle, mail ballots were sent out last Friday! Did you receive yours? 👀📨

I’m so excited to cast my vote in this election because we must preserve our democracy.

If you haven’t yet, mail in your ballot or find a dropbox location near you: https://t.co/b4Haz90rp8 https://t.co/OKHsShLcZH",Voting,Pramila Jayapal,Democrat
3401,Election Day TEN DAYS away vote yet time lock plan make sure voice hear election much line sit one Make plan vote 👇🏾🗳️,3,PramilaJayapal,blue,2022-10-29,"Election Day is only TEN DAYS away!

If you haven’t voted yet, it’s time to lock in a plan to make sure your voice is heard in this election.

There’s too much on the line to sit this one out. Make a plan to vote now 👇🏾🗳️
https://t.co/uVsYrzY0Pc",Voting,Pramila Jayapal,Democrat
3403,Democrats stand Big Pharma cap cost prescription drug insulin seniors Republicans win November undo progress massive cut Social Security Medicare Vote,0,PramilaJayapal,blue,2022-10-28,"Democrats stood up to Big Pharma and capped the cost of prescription drugs AND insulin for seniors.

But if Republicans win in November, they’ll undo our progress with massive cuts to Social Security and Medicare.

Vote.",Abortion,Pramila Jayapal,Democrat
3404,Election Day TWO WEEKS away make plan vote yet 🗳️ state allow early vote go vote request mail-in ballot send matter important thing VOTE 👇🏾,3,PramilaJayapal,blue,2022-10-25,"Election Day is TWO WEEKS away! Have you made a plan to vote yet? 🗳️

If your state allows early voting, go vote — or request your mail-in ballot and send it in!

No matter how you do it, the most important thing is that you VOTE 👇🏾 https://t.co/uVsYrzY0Pc",Voting,Pramila Jayapal,Democrat
3406,reminder Inflation Reduction Act largest investment climate action HISTORY pass 🚗 Tax credit EVs 💼 Creation millions clean energy job ☀️ Tax credit renewable energy project much Let keep go,0,PramilaJayapal,blue,2022-10-24,"Here’s your reminder that the Inflation Reduction Act was the largest investment in climate action in HISTORY. We passed:

🚗 Tax credits for EVs
💼 Creation of millions of clean energy jobs
☀️ Tax credits for renewable energy projects

And so much more! Let's keep going.",Abortion,Pramila Jayapal,Democrat
